,Collage,Private,Room.Board,Grad.Rate,Outstate_Tier,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Private_Encoded_scaled
578,Talladega College,Yes,2964,46,Low,0.9115288890098893,0.36877700770497224,-0.6235905241576436,-1.2878473531290053,2.4385556153715937,0.312205196159577,-1.4375163915219222,0.40466484905643546,-1.515783424979524,-0.9896674010694988,-2.7692131472192787,0.6125530498969481
579,Taylor University,Yes,4000,98,Medium,0.08719482495164439,0.9029060992795954,-0.838179008436299,0.25471754310896405,-0.6142542984789046,0.07669669114387123,-1.2983753500580535,0.08306456383049592,0.7990089285165864,-0.038594997356111944,-0.8817800126741949,0.6125530498969481
580,Tennessee Wesleyan College,Yes,3640,36,Low,-1.9528843614414237,-1.6267810138219474,-0.21828095609480458,-0.8090303493988387,-1.0385747644227592,2.0619860652872988,-1.094880026424442,-1.369500489443994,-0.28448920152158647,-0.8290283365347231,0.25546050323242964,0.6125530498969481
581,Texas A&M Univ. at College Station,No,3412,69,Low,1.9034682499601785,1.2273850455284772,1.4831034831862215,-1.4912463226655417,0.4496014388117548,1.2158116761978393,0.7816568116943878,2.108250754738143,0.643318740239679,0.016884968290874706,-0.13724506434644135,-1.6325116659989423
582,Texas A&M University at Galveston,No,3122,43,Low,-1.0886159075924662,-0.12094221917214981,-0.5557012352251399,-1.599028835489449,0.4496014388117548,-1.2442682363007727,0.5124477851823425,0.8564097284492168,-0.28448920152158647,-0.7669836450553219,1.1042507667611514,-1.6325116659989423
583,Texas Christian University,Yes,3320,64,Low,0.8459466419622024,0.5272445442404737,0.4376284009360427,-0.38475479592957745,0.7526774067369609,1.4597682930680178,0.9692990979140862,0.23285911133526935,0.2788113855351543,0.2163464034621041,0.03377233310726897,0.6125530498969481
584,Texas Lutheran College,Yes,3410,50,Low,-1.1522456048172003,0.198039873680471,0.15363632488925247,-0.5697016908076238,-0.3034345775074198,0.7203062079932,-1.4375163915219222,-0.01816912301826551,0.34549454598816776,-0.5072473790268333,0.7086557356879205,0.6125530498969481
585,Texas Southern University,No,3360,10,Low,0.8977841270140339,-0.6744109272506594,1.5633690716498798,-0.5667371044636497,0.4496014388117548,0.7203062079932,-0.49125343790260845,1.0408230523290256,0.13667737956055104,-2.821994352340844,-0.0006276084901261414,-1.6325116659989423
586,Texas Wesleyan University,Yes,3484,43,Low,-0.9746050725961619,-0.33923404372499044,0.09569071633753559,-1.0288789635676354,0.4496014388117548,0.8415717373961827,0.09569733284866458,0.15826329539749745,-0.9955858819980911,-0.15659349686463633,0.6758492505194044,0.6125530498969481
587,The Citadel,No,2439,84,Low,-0.06744098301739665,-0.9727316677869279,-0.08995891108504171,-0.8090303493988387,-1.0385747644227592,-0.8849448524356244,1.0656043502924986,0.7864078276084672,-0.1911203270674524,-0.22331900456756312,0.5514775764210138,-1.6325116659989423
588,Thiel College,Yes,4958,60,Medium,-0.317128814435353,-0.6744109272506594,-0.5304503828713001,0.3037060109335167,1.0360807080301793,0.23641393781517522,-0.42309620655881086,-0.5968513856813776,-0.28448920152158647,0.22398473987832015,0.5248814318233085,0.6125530498969481
589,Tiffin University,Yes,3800,39,Low,-0.6201375737106223,-1.9916231295773121,0.025416014696842872,-0.6446369254313378,0.4496014388117548,-0.00765221982654528,-0.5579571392876599,1.2221083447673498,1.1535860970634626,-1.5116766930691108,0.8279163675814561,0.6125530498969481
590,Transylvania University,Yes,4450,70,Medium,-0.7260963939034997,1.51453184767177,-1.085677159518967,0.23920946386148842,-0.22919460395165178,-0.3812772017711419,0.7816568116943878,-0.46182603876526157,1.1929497028195202,0.48285505193510053,1.45260677884351,0.6125530498969481
591,Trenton State College,No,5411,81,Low,1.026947655515077,1.4457068812376728,0.651254394843613,-1.390543829442274,1.0360807080301793,-0.3812772017711419,0.42593464953116233,0.1332649014169348,-1.7339083692537995,0.027031275377754453,-1.9616422465827439,-1.6325116659989423
592,Tri-State University,Yes,4350,65,Low,-0.23140847578379614,-0.7684736752694479,-0.732918811609382,-0.1222097745492471,-0.471524937384209,0.19439905276860872,-1.644788026270866,-0.27638263533977814,0.34549454598816776,-0.27396788201209227,0.8590576945569994,0.6125530498969481
593,Trinity College CT,Yes,5690,91,High,0.5872214750837073,1.1106782881401172,-0.20054132061807564,1.8026950754757651,-0.22919460395165178,-1.1551642114565446,1.2632379969775114,-0.9305096236198228,1.44475647114785,1.6363654699319259,-1.0813043418270203,0.6125530498969481
594,Trinity College DC,Yes,6430,96,Medium,-1.8853559916102351,-0.33923404372499044,0.41588924474493266,0.35976342735151595,-0.22919460395165178,-0.5948985251698026,0.9692990979140862,-1.5530655010797425,1.0294623131395182,0.8104958464425079,0.12417233405067438,0.6125530498969481
595,Trinity College VT,Yes,5208,78,Medium,-2.00055915787432,-0.5849046607537622,0.3050537513708809,0.2654185600150785,0.12366360001576766,-1.7565250579131289,-0.2823735232374524,-0.9305096236198228,0.47121122188858366,0.3293215174450673,0.5877564781535826,0.6125530498969481
596,Trinity University,Yes,5150,93,Medium,0.3777719728931199,1.679056928777311,-0.7502317576043802,0.5474170329275873,-0.22919460395165178,-1.7955587088891278,1.2632379969775114,-1.1613227117968303,0.060686441260878146,1.2619120716227314,0.018794836291012335,0.6125530498969481
597,Tulane University,Yes,5950,74,High,1.310870190269956,1.1501937769220463,1.0298871131062564,1.8409611002200532,-1.5119094043589478,-0.8317407990918481,1.467641878959388,-1.30939079992417,0.13667737956055104,1.5238657445285946,-0.1239390605091883,0.6125530498969481
598,Tusculum College,Yes,3400,52,Low,-0.9183662010257124,-0.9727316677869279,-1.2111897817628978,-0.6144713011269087,-0.6142542984789046,-0.8317407990918481,-0.8104772611976783,1.8557276207949032,0.5879401964775927,-1.6245426270447867,-1.0385640967189325,0.6125530498969481
599,Tuskegee University,Yes,3395,65,Low,0.3162626291529095,-0.26378841421379556,-0.514152903346714,-0.917157851130666,0.4496014388117548,0.3491656002873211,-0.5579571392876599,-0.43508339754859443,-1.515783424979524,0.6265873133132587,0.401220991466221,0.6125530498969481
600,Union College KY,Yes,2950,64,Low,-1.1793612904171196,-1.3330274833513371,-0.8587961830100912,-0.5845619581984871,-0.22919460395165178,-1.401605755600841,0.5124477851823425,0.05786129345554121,-1.1512760702749985,-0.5652181185301068,0.316039497202013,0.6125530498969481
601,Union College NY,Yes,6204,88,High,0.7062526533284451,1.2273850455284772,-0.604764230107224,1.7896481341489054,-0.6142542984789046,-0.3329609009039024,1.2632379969775114,-0.624126161709994,1.4777578075468099,1.3518622230407256,-1.7487682820367652,0.6125530498969481
602,Univ. of Wisconsin at OshKosh,No,2394,56,Low,0.9843997751079174,-0.7684736752694479,0.9997527921623472,-0.871873541906288,-0.0987631367899,0.9454905473219642,-0.2823735232374524,1.2669625914791949,-0.488944521318963,-1.0264983763894133,-0.9711025806677062,-1.6325116659989423
603,University of Alabama at Birmingham,No,5175,33,Low,0.10182057306711664,0.012544204192919675,1.8960902946938598,-1.7748036637248295,1.3023649764046783,1.2713984993834933,1.2632379969775114,-2.0698170551140302,-0.28448920152158647,1.4620010448623657,-0.3112668066424256,-1.6325116659989423
604,University of Arkansas at Fayetteville,No,3300,39,Low,0.6375048720200318,0.0762022459001068,1.027976391097495,-1.5315158934069488,-0.22919460395165178,1.0664517666812061,0.6005650532112241,0.23285911133526935,-0.9955858819980911,-0.5840809747044814,1.4544269184998055,-1.6325116659989423
605,University of California at Berkeley,No,6246,78,Medium,2.1540767852391087,2.5709000589305027,1.2492110406897878,0.4141362996776658,0.6699229208590908,0.9935325617771239,1.3645882269351624,0.47736869024981177,-0.9955858819980911,1.1541717918852448,-2.256259410353627,-1.6325116659989423
606,University of California at Irvine,No,5302,66,Medium,1.9681957121707359,2.328985093693537,0.6214259639244292,0.49928863075783686,1.5044759215367796,0.8627345908343745,1.2632379969775114,0.5495374102901845,-0.8534518760234878,1.4143155838684662,-0.4117737167333926,-1.6325116659989423
607,University of Central Florida,No,4234,46,Low,1.3052175435901794,0.0762022459001068,2.2468793463130963,-0.9557531780269053,1.0360807080301793,0.5922469197789696,1.467641878959388,1.9193527444940262,-1.1512760702749985,-0.6179852552429494,-2.199632657969515,-1.6325116659989423
608,University of Charleston,Yes,3540,57,Low,-0.8325237385463072,-0.12094221917214981,0.38587964009251285,-0.11067976598596996,-1.0385747644227592,-0.9606431574678058,-1.4375163915219222,-3.742460730362352,-0.9955858819980911,-0.24505494431537653,0.25528853705599996,0.6125530498969481
609,University of Chicago,Yes,6380,90,High,1.2241809018211103,1.8639323064397797,-1.2240971271106287,1.8226980701324427,-0.22919460395165178,0.08330894295855837,1.572409762644023,-2.5630823870244535,0.9858994490492295,2.663735626147283,-1.8671987401035555,0.6125530498969481
610,University of Cincinnati,No,4697,54,Low,1.2892443675858654,0.13799295441079087,1.2307263410435643,-0.2691319034869909,0.16410788671962834,0.901034189327803,1.1635803366973685,-0.8177024914772074,-1.7339083692537995,1.149863584757569,0.4294828231660381,-1.6325116659989423
611,University of Connecticut at Storrs,No,5072,71,Medium,1.5816663329271419,-0.053119072030679226,1.0878884534770616,0.4159667122866196,1.0360807080301793,1.3674797929567895,1.1635803366973685,0.5255397634723626,-0.28448920152158647,0.4733585081742243,-0.05893311263015844,-1.6325116659989423
612,University of Dallas,Yes,6230,63,Medium,-0.8339893849389589,1.0296888476949617,-0.8948021543303762,0.20559989995451983,-0.22919460395165178,-0.00765221982654528,0.9692990979140862,-0.12055104982346956,0.47121122188858366,0.09521586942662225,0.7925245083071198,0.6125530498969481
613,University of Dayton,Yes,4220,93,Medium,1.2259179090010655,0.13799295441079087,0.44271241193270305,0.3523341360290418,-0.22919460395165178,-0.5948985251698026,0.257675656251106,0.23285911133526935,0.4095619963667674,0.1425129941942102,0.5793797076898645,0.6125530498969481
614,University of Delaware,Yes,4230,75,Medium,1.9019196280054242,-0.12094221917214981,1.8649351508193888,0.07320288502927383,-0.013985659609939818,0.15797762173098784,0.42593464953116233,1.0636508731902286,-0.3835201634208818,0.5792501953626854,-0.12907579467556968,0.6125530498969481
615,University of Denver,Yes,4695,67,High,0.5622542939245859,0.31333619614396924,0.32075070354670226,1.1554993163705913,-1.0385747644227592,0.23641393781517522,0.7816568116943878,0.5014836937996885,0.13667737956055104,0.8023405100291697,-0.5040262068043367,0.6125530498969481
616,University of Detroit Mercy,Yes,3996,51,Medium,-0.5293707679268025,0.012544204192919675,1.3043931328760676,0.29381484459649676,0.4496014388117548,1.237807898340134,-0.2097844047463471,-0.0948453587869114,-0.488944521318963,0.6305694250762726,0.28323090738060946,0.6125530498969481
617,University of Dubuque,Yes,3620,45,Medium,-1.0022815955846978,-1.0845174670653988,-0.5687111330584816,0.1252244041664074,-1.0385747644227592,0.4565508868862356,1.467641878959388,0.644953727665646,-0.10280094841912382,0.10577846470789234,1.5089004674570707,0.6125530498969481
618,University of Evansville,Yes,4340,77,Medium,0.244282081049931,0.6270233788095003,0.11975275469968805,0.44877394394675296,1.0360807080301793,-0.46424287831652455,-0.06009188335680806,0.47736869024981177,0.47121122188858366,-0.21061473611401635,0.1961485813504547,0.6125530498969481
619,University of Florida,No,4180,66,Low,1.7820200064627765,1.4105939265800689,1.6089651415369166,-0.8026824351599818,0.6339700077405098,0.4981180852211095,1.3645882269351624,-0.12055104982346956,0.060686441260878146,1.2663835722291878,-0.25116579498628383,-1.6325116659989423
620,University of Georgia,No,3600,63,Low,1.6979222832809273,0.988162936623047,1.4691111622983397,-1.2764776844454513,-0.04910428901620779,0.7877948856950794,1.1635803366973685,0.20805976907672355,0.20928980457225407,-0.17545112803174998,-0.30890955898659656,-1.6325116659989423
621,University of Hartford,Yes,6000,66,High,1.033599111399467,-1.0845174670653988,0.9710219114484215,0.9646028662698491,-0.22919460395165178,0.3710546891202808,-0.42309620655881086,-0.8457496768946343,-1.1512760702749985,0.5738240562129818,0.32781182824189004,0.6125530498969481
622,University of Hawaii at Manoa,No,3038,54,Low,0.7275436445540203,0.6753287453312369,1.368329882162936,-1.7661913464744803,0.9641364521802116,0.1274375069022635,0.42593464953116233,-0.5425747226939661,-1.7339083692537995,0.988440235363227,-0.13490809721059846,-1.6325116659989423
623,University of Illinois - Urbana,No,4574,81,Low,1.9287266128436185,1.3388902885586311,0.6581529004723543,-0.6567761844143085,-0.22919460395165178,1.0470863898888958,0.6902976719925955,0.8564097284492168,-0.601645107695158,0.04380753414159969,0.22477621887653546,-1.6325116659989423
624,University of Illinois at Chicago,No,5088,34,Low,1.4580203798692954,-0.12094221917214981,1.515252290890115,-0.7585730793018401,0.6339700077405098,2.1106196895949076,0.17590711389826055,-1.0450179270912499,-1.7339083692537995,1.1490002206765022,-0.43426440721866766,-1.6325116659989423
625,University of Indianapolis,Yes,4080,69,Medium,-0.07565284704498712,0.13799295441079087,1.081643693841069,0.29145619209003226,-0.04910428901620779,0.31964589887871814,-1.5240531582747878,-0.7341609556836688,0.2788113855351543,-0.6210575300641743,0.7562508729690149,0.6125530498969481
626,University of Kansas,No,3384,57,Low,1.4771364410259105,0.0762022459001068,1.0936448048848129,-0.8332605870500663,1.0360807080301793,1.7012297382962156,1.0656043502924986,-0.043655143285562414,-0.1911203270674524,0.34731247277797805,-0.671501792804724,-1.6325116659989423
627,University of La Verne,Yes,5050,47,High,-0.008478442489941021,-0.5849046607537622,1.0241414034245058,0.8258971276970901,0.6339700077405098,1.3655963955504877,-0.9283307329438812,0.05786129345554121,0.2788113855351543,0.4642702935486643,-0.9534437343817472,0.6125530498969481
628,University of Louisville,No,3600,31,Low,0.9802367365707201,-0.5849046607537622,2.1257389556866326,-0.9817330735241853,-0.013985659609939818,1.4956898406535557,0.8746535950171559,-0.7341609556836688,0.34549454598816776,0.4800816664657346,-0.7277524206298158,-1.6325116659989423
629,University of Maine at Farmington,No,3970,59,Low,-0.2732406406363946,-0.26378841421379556,0.012684336004188881,-0.8926484154358021,-0.6142542984789046,0.6533309979976354,-0.49125343790260845,0.5014836937996885,0.47121122188858366,-1.1308766201470324,-0.5590982899858604,-1.6325116659989423
630,University of Maine at Machias,No,3680,64,Low,-1.2749596351004988,-0.4994689411839058,-0.038717274148092944,-0.9617306099652752,0.4496014388117548,-2.184436020520695,-1.886083615874445,0.30686892312721886,-2.2835393318336408,-1.0082672446914005,0.6108935328299653,-1.6325116659989423
631,University of Maine at Presque Isle,No,3630,35,Low,-1.2293061614043839,-1.204141438433242,0.25713899134578605,-0.9617306099652752,-1.0385747644227592,0.6889587036963648,-0.9851988400469104,0.33141144399481565,-0.8534518760234878,-0.7703009114589587,0.54103066925182,-1.6325116659989423
632,University of Maryland at Baltimore County,No,4408,55,Low,0.8823713300485048,0.198039873680471,1.4239303130077787,-0.35557524157334264,-0.2735815879863188,1.7712431067366756,0.5124477851823425,1.0864302146786269,-1.7339083692537995,-0.26851105265612135,-0.9475001021050891,-1.6325116659989423
633,University of Maryland at College Park,No,5146,63,Low,1.8933442390406037,-0.12094221917214981,1.7638297706054866,-0.3197019196778154,0.12366360001576766,0.5254123188243793,0.8746535950171559,1.0179463816947254,-0.7227012651918747,0.1784472912693755,-0.17138563277534075,-1.6325116659989423
634,University of Massachusetts at Amherst,No,3897,68,Low,1.9014765731048817,-0.9727316677869279,1.2037534001795107,-0.3634083515762952,-0.22919460395165178,0.312205196159577,0.8746535950171559,0.6923240937679698,-0.3835201634208818,0.4959603536936977,0.7678883363024585,-1.6325116659989423
635,University of Massachusetts at Dartmouth,No,4500,56,Low,0.6678207045765958,-1.204141438433242,1.0744479422208497,-0.8573421766588878,-0.22919460395165178,0.07669669114387123,0.6902976719925955,0.2822630870249353,0.060686441260878146,-0.32608655669131337,0.19720548381489222,-1.6325116659989423
636,University of Miami,Yes,6526,59,High,1.3214639619144362,0.9459121453121654,0.6309710856634579,1.4001159381906771,0.6339700077405098,1.050325231713775,1.0656043502924986,-2.346143073205524,-0.1911203270674524,1.583817045441313,0.06340103767390842,0.6125530498969481
637,University of Michigan at Ann Arbor,No,4659,87,High,2.125159158164675,1.803706059890135,0.9310465263508252,1.2581024945757653,-0.409619822098182,0.5922469197789696,1.467641878959388,-0.624126161709994,0.47121122188858366,1.2807418461025049,-0.4848692583787239,-1.6325116659989423
638,University of Minnesota at Duluth,No,3474,53,Low,0.8664525816746766,-0.6744109272506594,0.8838387934629802,-0.29075914612577913,1.317845070314493,1.6425156223150197,0.7816568116943878,1.2221083447673498,-0.8534518760234878,-0.7774281956073531,-0.008309685212503809,-1.6325116659989423
639,University of Minnesota at Morris,No,3180,51,Low,-0.09425256616303225,1.4803479884652577,-0.4751279270605344,-0.021978603319396817,0.4496014388117548,0.4565508868862356,-0.2823735232374524,0.18319470580243497,-0.28448920152158647,-0.6294214451008259,-1.0031778699438643,-1.6325116659989423
640,University of Minnesota Twin Cities,No,3744,45,Low,1.6857728490650135,0.13799295441079087,3.2524642046034367,-0.25768515161973504,1.1122688326987837,1.8812561367765623,0.6902976719925955,-0.43508339754859443,1.0294623131395182,1.4359985453353274,-1.1443034448935359,-1.6325116659989423
641,University of Mississippi,No,3810,53,Low,0.7903680102767691,0.13799295441079087,0.5718300632983055,-1.576356528629399,0.4496014388117548,-1.5715860927236942,0.3410143789166373,1.5104862816404498,-0.488944521318963,-0.5201155153615293,0.9056923527935123,-1.6325116659989423
642,University of Missouri at Columbia,No,3485,58,Low,1.2538478012363397,0.47565884296982563,1.0529361064663345,-0.2284118035104657,0.4496014388117548,1.048166507877191,0.42593464953116233,-0.3026284436876267,-0.3835201634208818,0.4656719870601792,-0.2827936813098539,-1.6325116659989423
643,University of Missouri at Rolla,No,3600,49,Low,0.1422982651317677,1.2273850455284772,0.329065917599015,-0.2284118035104657,1.0360807080301793,0.36378188001883055,0.5124477851823425,0.1332649014169348,0.2788113855351543,0.35785927255382755,1.5366469053956007,-1.6325116659989423
644,University of Missouri at Saint Louis,No,3964,48,Low,0.0037804482995668913,-0.4176946998854469,1.8703220848959314,-0.7535678506216162,-0.22919460395165178,2.747713674127531,-0.6232192944825511,-0.12055104982346956,-0.3835201634208818,-0.7584791088067386,-0.2839013122380045,-1.6325116659989423
645,University of Mobile,Yes,3680,52,Low,-1.2495818464229371,-0.4994689411839058,-0.0710718240156468,-1.114782106305295,0.12366360001576766,-0.00765221982654528,-1.199238322126377,0.6686666659070805,-2.2835393318336408,-1.3079760463631385,-0.09949594681348622,0.6125530498969481
646,University of Montevallo,No,3030,51,Low,-0.16648594954451773,-0.4176946998854469,-0.011592516330413196,-1.7748036637248295,-2.048308048513365,-1.401605755600841,-0.6870519494859656,1.199612364107489,-1.3233835886260938,-1.0362158831679293,-0.589595925871055,-1.6325116659989423
647,University of Nebraska at Lincoln,No,3145,53,Low,1.214626333025593,0.5272445442404737,1.5809028788708568,-1.3140424282305818,-0.22919460395165178,1.1402587274106692,0.8746535950171559,0.30686892312721886,1.44475647114785,-0.5870991959979281,1.4245423219433517,-1.6325116659989423
648,University of New England,Yes,5045,64,Medium,-0.27244787384539554,-0.33923404372499044,-0.4564648167414973,0.36856795693331235,2.0175449906937217,1.5485627320659798,-0.49125343790260845,-0.6514933665420357,-0.601645107695158,0.36260733366636055,-0.8610365113216508,0.6125530498969481
649,University of New Hampshire,No,3862,75,Medium,1.5829335638386206,0.012544204192919675,0.9305070365698839,0.30558727170858363,0.7526774067369609,1.5045850058589711,0.42593464953116233,0.8796391417393978,-0.28448920152158647,-0.18443646192021781,0.24938595237866734,-1.6325116659989423
650,University of North Carolina at Asheville,No,3420,37,Low,0.08085045117402528,0.47565884296982563,0.776141974438627,-1.1773533231047917,0.4496014388117548,-0.9606431574678058,0.09569733284866458,-0.22412911897517035,-0.8534518760234878,-0.5035279145150072,-1.290585207665746,-1.6325116659989423
651,University of North Carolina at Chapel Hill,No,4200,83,Low,1.9101785148510182,2.0648660712522746,0.790436055678339,-0.4101964618018937,0.12366360001576766,-0.00765221982654528,0.9692990979140862,-1.369500489443994,0.2788113855351543,1.4095343761426407,-2.291583082398756,-1.6325116659989423
652,University of North Carolina at Charlotte,No,3109,62,Low,1.1477098741758314,-0.33923404372499044,1.60148876273568,-0.7529427077266196,0.4496014388117548,0.9567527520585001,0.7816568116943878,0.7159264724323379,-1.515783424979524,-0.8580640794937283,0.12493165583940233,-1.6325116659989423
653,University of North Carolina at Greensboro,No,3505,53,Low,1.0520685344360623,-0.6744109272506594,1.167043766862385,-0.3324537252623455,0.4496014388117548,0.15797762173098784,1.0656043502924986,0.40466484905643546,-0.1911203270674524,-0.35252900877679394,0.3363777945293655,-1.6325116659989423
654,University of North Carolina at Wilmington,No,3680,55,Low,1.1862343630205139,-0.6744109272506594,0.8188888569780046,-0.6573842538354958,-0.22919460395165178,0.4565508868862356,0.257675656251106,1.2445583091192327,-0.3835201634208818,-0.9712349854807707,-0.7603399619273846,-1.6325116659989423
655,University of North Dakota,No,2703,49,Low,0.5006033498546354,-0.26378841421379556,0.9812197988315347,-1.2996267317241954,-0.6142542984789046,-0.00765221982654528,1.3645882269351624,0.5014836937996885,-0.28448920152158647,0.2874915341308527,0.4281299637334103,-1.6325116659989423
656,University of North Florida,No,4360,47,Low,0.1033730990116357,1.0296888476949617,1.6786500776951618,-0.9504488650286551,0.4496014388117548,1.6374863249391096,0.257675656251106,0.9490194931800559,-0.488944521318963,-0.9199828281061587,-0.3456694310072859,-1.6325116659989423
657,University of North Texas,No,3579,35,Low,0.9123186057535869,-0.053119072030679226,1.9689604177853834,-1.9234648853065526,-0.6142542984789046,0.7203062079932,1.0656043502924986,2.003668322895578,-1.7339083692537995,-1.1622575725283306,-0.8667252940014962,-1.6325116659989423
658,University of Northern Colorado,No,4128,40,Low,1.1064524621969363,-0.9727316677869279,1.0125264502231293,-0.6051722523969272,0.05539420530459683,1.3542640371372097,-0.49125343790260845,1.77036409877175,-1.3233835886260938,-0.817822915513436,-0.15192637362707953,-1.6325116659989423
659,University of Northern Iowa,No,2930,77,Low,0.8563696740797486,-0.4176946998854469,0.9877799560609121,-1.0984595018104284,0.4180956600883189,1.4415991469202754,0.017034841871698108,0.5973594417391942,0.47121122188858366,-0.8061972791490072,0.4657397810257668,-1.6325116659989423
660,University of Notre Dame,Yes,4400,97,High,1.3869841224734116,2.1734851596189424,-1.3559697713457743,1.4633967085260513,0.4496014388117548,0.23641393781517522,0.8746535950171559,-0.19811971386291968,1.3766836801623437,1.156606757571207,-1.8121871023693927,0.6125530498969481
661,University of Oklahoma,No,3526,44,Low,0.9740431269899137,0.47565884296982563,1.420951220455852,-1.4744275276540912,1.3792330121720673,2.074586466416753,0.6902976719925955,-0.624126161709994,-0.8534518760234878,0.4886168372633184,0.6128545482168315,-1.6325116659989423
662,University of Oregon,No,3660,54,Medium,1.482155384345657,0.0762022459001068,1.0630761275558531,0.16732222950470935,0.25701902020397904,0.4981180852211095,0.42593464953116233,1.3783101875984973,-0.601645107695158,-0.1281785155941576,0.2248255985948487,-1.6325116659989423
663,University of Pennsylvania,Yes,7270,93,High,1.7786993073752826,2.328985093693537,0.292746144112666,1.4938217847884743,-0.22919460395165178,0.5172584530950762,1.2632379969775114,-2.2062723673128977,1.0718935453228027,2.1988245433575635,-2.2093032311272927,0.6125530498969481
664,University of Pittsburgh-Main Campus,No,4560,66,Medium,1.4778139660611496,0.0762022459001068,1.8219643856937933,0.21186330651465665,-1.0385747644227592,-0.5948985251698026,0.9692990979140862,-1.7100169908089118,-0.9955858819980911,1.135398617568594,-0.023863720517422086,-1.6325116659989423
665,University of Portland,Yes,4100,72,Medium,0.08138092185484523,0.198039873680471,-0.4034882675830814,0.5028730839628114,0.4496014388117548,-0.1865912067306211,1.2632379969775114,-0.17218743851993387,-0.1911203270674524,0.18932604159259533,0.6651432139312449,0.6125530498969481
666,University of Puget Sound,Yes,4500,63,High,0.8349551115263926,1.3022664532279355,-0.5387571005957343,1.3506941821244227,0.6339700077405098,0.8415717373961827,0.3410143789166373,0.2822630870249353,-0.1911203270674524,0.6972660152165873,-0.32729000471534775,0.6125530498969481
667,University of Rhode Island,No,5558,63,Medium,1.5738478708243762,-0.9727316677869279,1.3824958654948323,0.1005389202805534,-0.22919460395165178,0.07669669114387123,0.6005650532112241,0.6686666659070805,-1.515783424979524,0.2163464034621041,0.3868314449009667,-1.6325116659989423
668,University of Richmond,Yes,3285,100,High,1.1607114578609086,1.1106782881401172,0.36704908313466583,1.020450391961321,1.0360807080301793,-0.14048620591693523,0.6005650532112241,-0.5696679334896112,0.7990089285165864,0.8430153646734599,-1.9429001090978628,0.6125530498969481
669,University of Rochester,Yes,6582,80,High,1.4950353859355894,1.4803479884652577,0.16704809671101373,1.6378403162054325,-0.22919460395165178,-0.6356698513100274,1.572409762644023,-2.346143073205524,0.2788113855351543,2.213788440103223,-0.8144503885205852,0.6125530498969481
670,University of San Diego,Yes,5940,66,High,0.8107329236340329,0.8591123720558881,-0.2717006389429033,0.838317490089668,0.6339700077405098,0.8650740304062,1.2632379969775114,0.428959798578832,-0.601645107695158,0.61415308662375,-0.35172321528957534,0.6125530498969481
671,University of San Francisco,Yes,6452,62,High,0.3318634109292245,-0.053119072030679226,0.3147530959025514,0.7603004064397543,1.3023649764046783,1.5045850058589711,0.3410143789166373,-0.06921364143108526,-1.3233835886260938,0.4490028329006062,-0.004174865162930047,0.6125530498969481
672,University of Sci. and Arts of Oklahoma,No,1920,43,Low,-1.7322644525300053,-0.19109950858549554,0.21694879707057937,-2.1195393840046264,0.4496014388117548,0.8415717373961827,-0.3534735225728778,2.2119561203041362,-2.6480466865381658,-2.5392754565130695,1.6021336647549942,-1.6325116659989423
673,University of Scranton,Yes,5986,92,Medium,0.9227105251409022,0.31333619614396924,0.24398810214401276,0.39946318106852335,0.7526774067369609,-0.8317407990918481,0.09569733284866458,0.05786129345554121,1.1929497028195202,0.2089466743366208,-0.6047876594014111,0.6125530498969481
674,University of South Carolina at Aiken,No,3066,48,Low,-0.616653093491111,-0.7684736752694479,0.9694810385266642,-1.2389903799716608,-0.22919460395165178,0.4565508868862356,-1.2494530951634284,0.23285911133526935,-2.6480466865381658,-1.5532545669888163,-0.5887409247304091,-1.6325116659989423
675,University of South Carolina at Columbia,No,3522,63,Low,1.386222588573311,0.36877700770497224,1.6946987371280091,-0.5038802371615055,-0.2661512550778774,1.9046106872034074,0.5124477851823425,0.7394742565334039,-0.10280094841912382,-0.05395620976923277,0.06090953249709589,-1.6325116659989423
676,University of South Florida,No,3776,47,Low,1.3748199923546507,0.31333619614396924,2.6185736703687863,-0.9089682066528192,-0.22919460395165178,1.251698039480714,0.6005650532112241,0.7629678942848173,-1.515783424979524,0.6573253129758854,-0.8895546762860943,-1.6325116659989423
677,University of Southern California,Yes,6482,68,High,1.7678545710848466,1.0705183742130722,0.9781739521328114,1.5311313223741756,0.4496014388117548,1.2811866249079942,1.0656043502924986,-0.6514933665420357,-0.9955858819980911,1.5330591112214533,-0.35386999605141894,0.6125530498969481
678,University of Southern Colorado,No,4380,36,Low,-0.13199582138031465,-1.204141438433242,0.45277792208088763,-0.7995128887962806,0.05539420530459683,1.9098527387748283,0.5124477851823425,1.311635426781892,-4.9125732096554495,-1.3221782583180777,0.9349113863279164,-1.6325116659989423
679,University of Southern Indiana,No,3192,38,Low,0.3603184336402384,-1.4730544512765091,1.5303638653428286,-1.5534529351748267,-0.22919460395165178,0.3491656002873211,-1.094880026424442,1.876973454820548,0.13667737956055104,-2.3268517349236117,1.018082353843329,-1.6325116659989423
